id,PM2_5_next_hour
AQ_62109F0BB641,406.513254
AQ_B99AE08D3FAD,396.793654
AQ_C17EF7CF1443,340.730252
AQ_A2944478A7DB,297.124003
AQ_A3A1ACCA5064,303.316089
AQ_67F07E874754,361.817432
AQ_7C002FA21C37,361.842346
AQ_1C055DE4E62B,333.663522
AQ_013C96F01A7C,303.079910
AQ_1E29D05AE35E,263.371229
AQ_88B7F12C325B,350.598438
AQ_BD4D0574D1D3,371.487740
AQ_85F4DBA8C40D,385.770203
AQ_6A20D86C546B,430.376630
AQ_53EC2225C791,472.734100
AQ_C5EB7C7CF613,526.107131
AQ_EB26CFB6BF0B,547.159342
AQ_B8BA71281D24,564.071345
AQ_7C2113868253,580.004614
AQ_E4B062C88698,573.061177
AQ_648B5F430C93,590.734863
AQ_BDB5D76F745E,590.792043
AQ_DBD0710F81AA,567.096150
AQ_44C0D4496D60,554.839786
AQ_4007C33136C1,551.653058
AQ_F86F5E0CA735,540.045846
AQ_CB7A8E26FD9D,534.115488
AQ_FD2026940B70,521.934527
AQ_303837FFD4A9,526.738116
AQ_FFB1AD0CDCE7,550.255519
AQ_9427910A0AA5,511.379691
AQ_3AD89711150A,500.378082
AQ_4A315C596429,382.778533
AQ_A45FEDF25993,358.044186
AQ_19E2A5F4C641,359.643239
AQ_A8DA628418A7,379.755087
AQ_F5A2DAB6F1E5,351.337975
AQ_F98D55517715,340.790005
AQ_38699B9D9A45,391.711306
AQ_09AC1E985810,366.775296
AQ_3D9B81E7035C,399.040636
AQ_394D9CF31018,394.222253
AQ_8BF9099A5BE4,333.875832
AQ_17CC5C22F983,240.005897
AQ_66D4FAD82A43,172.826475
AQ_600F59C42815,166.549779
AQ_A264110D0B34,172.015552
AQ_7531C8859098,202.714158
AQ_6F46B56ABC08,271.718989
AQ_4769676BE6FA,404.176185
AQ_77134D8074B0,399.437114
AQ_841D87948DED,358.396436
AQ_6BD6A488FEB1,348.921400
AQ_CCB92193C211,305.370890
AQ_162DDBFEC7A0,273.028111
AQ_320B2DA742CC,233.838646
AQ_F823760607D1,97.728729
AQ_7193F18AAA57,181.258815
AQ_7B9EA4BA3A5D,198.492875
AQ_C7D50E32F18F,200.203592
AQ_AD4B56E7F9E5,207.986700
AQ_E1820FE7ABE3,195.945464
AQ_2F776E1F8603,195.817069
AQ_4385E5949989,197.064182
AQ_95C23767838B,193.455292
AQ_DCDAB3B4B445,202.387421
AQ_0A8A9D6AB3B1,203.537904
AQ_07B19C670421,208.736427
AQ_FBC5C2DFF893,218.939877
AQ_8EB8B1268A80,199.305587
AQ_78262731973E,172.642008
AQ_FE413537C853,181.518322
AQ_B3164D6E61D3,152.253268
AQ_E308DA15F90E,176.287287
AQ_92A0FA5D37BD,186.555402
AQ_76AB97BE231E,191.903206
AQ_B137FDFA80F5,173.601010
AQ_48F3A5E0154F,215.393287
AQ_A103AD1A2581,231.499796
AQ_35B7A7EC1AD7,209.079380
AQ_7B77237FD489,237.409203
AQ_BE52D9C862F9,263.553346
AQ_F23BEDFE21C5,228.583531
AQ_FB8AAC5E413D,188.720133
AQ_1C37B96E3DB5,198.052060
AQ_95A05C4E651B,207.924195
AQ_66524A4A76E7,179.039911
AQ_051F2365D125,210.207834
AQ_7017C489F83E,217.055052
AQ_F4E59696276F,200.976308
AQ_4B54892B68B4,178.775252
AQ_26C09D54F6A3,218.699015
AQ_AFB1299F1035,232.046845
AQ_19CBD1744015,233.243464
AQ_6BA93CDEE361,228.487445
AQ_A894B7D2E241,208.815863
AQ_2685000A2CF9,252.328881
AQ_0498046AE760,264.536488
AQ_34EF8A021A07,257.763904
AQ_6736A1D03D07,206.145384
AQ_D6A581D2BBD7,160.220404
AQ_5B5EA4020ACB,181.295468
AQ_BD98482CDACE,158.353904
AQ_23926A3AFB2D,163.975963
AQ_61FE127E5D6D,157.113171
AQ_E66002E3F5D7,158.520937
AQ_29FE11B9C594,125.772072
AQ_D6DC72E1F011,111.391774
AQ_01630A56C36E,125.616519
AQ_925A56E84E05,130.724855
AQ_D583642F3183,131.038580
AQ_219034DE2D0D,137.869102
AQ_6C4AAAD73CE6,173.060355
AQ_D0489FA9C63D,166.934513
AQ_76C897FD8233,179.751871
AQ_F0AE6E87549C,156.717015
AQ_4FE2F11C4F9E,170.385017
AQ_95ABE321ECC7,127.511457
AQ_205123B2DF67,27.949611
AQ_8ED56C84F4E8,19.555535
AQ_C9C8400D322F,14.848291
AQ_A8666E330B5A,14.157910
AQ_1EBFE6D4157E,14.817310
AQ_1CAE63670D42,12.366725
AQ_5234CCB68625,14.453891
AQ_85905632B1A2,18.144982
AQ_589CB2260BEE,18.058933
AQ_343F36F4139E,19.230674
AQ_E5DB6736046C,20.979678
AQ_DCAC4DB60D8A,22.904934
AQ_8DE5440A2CE3,45.015492
AQ_3E610452C48A,100.434492
AQ_BF6F3CF5070C,111.345414
AQ_FB812CC24A7D,105.456107
AQ_8388F91FF911,86.969819
AQ_B9CEBF56CDDE,17.661354
AQ_D3AB3D96AA27,12.721191
AQ_0202A706639C,8.710328
AQ_38FE6E7E6B79,8.647985
AQ_0F87A2486A96,10.543636
AQ_0CC7606FE32E,7.571776
AQ_69BCF2CD7114,8.978203
AQ_780E918F94C5,9.632398
AQ_E88F3CBC16EA,8.341410
AQ_1103F98C0C53,5.509826
AQ_3C7AE55982E8,5.556942
AQ_AF4FB8EE88D9,6.877271
AQ_840E28994B23,8.116767
AQ_76142B587D04,10.994713
AQ_6A260B5D3A9C,10.089622
AQ_040BF9FE5190,8.105272
AQ_95CDAFBC61B6,10.382223
AQ_FEBA7FAB7316,13.235489
AQ_0D194156F0F8,17.195782
AQ_C54C4624F52E,25.122027
AQ_EF495365681C,32.120740
AQ_551352E5A392,37.698743
AQ_307CC3881EA1,46.550839
AQ_9CBB259DB4F3,60.960557
AQ_E66E9CF37E20,96.737751
AQ_690C381B773F,138.109437
AQ_83DE23F1A570,123.213413
AQ_F9FC5B49FF70,135.877127
AQ_14537FFD413C,120.872185
AQ_DC2BC1DDEE8E,35.510674
AQ_E349CAB8D975,21.906998
AQ_56C70113C881,16.010733
AQ_2AF7B86DC7FB,11.303397
AQ_76D67CC24C35,8.000886
AQ_70E842028FBE,8.900034
AQ_A9579E3E577B,9.885478
AQ_6DB2FFB539B7,12.860176
AQ_9936AD7C63EC,14.784864
AQ_D04E6250A09C,11.044168
AQ_8674EB653635,13.634045
AQ_81461608D03B,8.162977
AQ_A941FCACEE29,8.845523
AQ_C2F69C3CEE1D,8.651837
AQ_0A6E3B9D57EB,10.229333
AQ_C64A22B2B217,11.155339
AQ_326F113960DE,18.513892
AQ_1E10ADC9C718,31.693005
AQ_1F3BD66F7B9B,50.739380
AQ_82ED662D9DB5,58.077621
AQ_A18DFE664A29,66.996091
AQ_BECC236732CF,78.054377
AQ_67DD838C1D47,72.470942
AQ_F009530D5660,71.627230
AQ_B3CB4EA4AA39,68.629654
AQ_65C35393B782,84.100026
AQ_B91A8808060F,86.263776
AQ_2082CF15B63D,86.359047
AQ_79EA0C4DA8A3,100.899759
AQ_01443CFA19A4,113.907865
AQ_C9CA7BA4706D,119.298075
AQ_F519A044CF3C,110.078301
AQ_EC2FE78A0997,126.832329
AQ_2BEE41B3E45C,100.119827
AQ_9E8C9947E617,95.863051
AQ_1CF47452728A,111.307499
AQ_186D925C6C2E,109.300773
AQ_F66FBA1A5871,87.235395
AQ_403EF02D96DE,103.233490
AQ_C711425A8891,125.770955
AQ_F005E1A55373,138.320791
AQ_998CC8097716,121.815406
AQ_E4BD4562EA40,103.859397
AQ_B0EFCE4CC608,115.906793
AQ_AA17F0368723,87.446279
AQ_F7709A6F8053,47.172503
AQ_9AC24AE9AEF0,32.827378
AQ_12E75557424C,31.312354
AQ_874D0030F5B3,30.296955
AQ_487883E55A69,25.473251
AQ_3FE7804B1FCD,24.509473
AQ_1D676B6934FD,22.889418
AQ_40CE389C9B69,20.380019
AQ_D4615A095A28,16.503257
AQ_39D31C119000,25.459408
AQ_56C835D08235,32.448990
AQ_27061F9CE3F4,32.784828
AQ_7306EB638135,36.553558
AQ_BF906834B132,40.228825
AQ_A63B19CA000E,46.129743
AQ_FC2F59CCDB8D,62.087878
AQ_9B2500EE035F,64.440315
AQ_BE7316DB096E,82.809791
AQ_56895595D412,105.475417
AQ_10AF3019BC5C,112.315010
AQ_EBB27F880316,110.711440
AQ_C7064C167558,126.096340
AQ_8C6C90B93BEB,132.322306
AQ_17318586B050,82.471128
AQ_95B8B5FF7193,25.292412
AQ_CC605E02477A,20.959645
AQ_0A6521C6C73C,13.645305
AQ_43702AFAA6DB,7.193768
AQ_C761FB757EA3,11.161377
AQ_1BE6B156850D,9.490439
AQ_1E61181A1BCC,7.855495
AQ_D5F254DF5558,7.240277
AQ_C995EBBCFE74,8.356561
AQ_88D30980C899,9.045735
AQ_E6B3156431D4,11.130194
AQ_FBABBF77499C,14.107726
AQ_BB84D441AFEF,15.425819
AQ_4EC5D788BE50,13.256447
AQ_1EB73C7FDEE3,11.100635
AQ_51F925CAE0C5,11.049014
AQ_EA3FAAF2475F,10.998733
AQ_8EECB5E42337,10.785636
AQ_6A68944FF3FA,12.219581
AQ_C4E4CFE055BD,10.738095
AQ_5AF5BC735B68,9.386391
AQ_343FE6C902A2,12.911538
AQ_6E95C2EFB901,17.177758
AQ_813B0C0B37DC,17.785856
AQ_A933801959B4,14.723409
AQ_C610B7C90092,14.312999
AQ_8391E4C6C7B6,16.284210
AQ_3A8F331A393D,16.923987
AQ_CCEAA9CD8F5B,18.083102
AQ_A1FE3095BDF2,17.555552
AQ_16A978C6459B,12.057907
AQ_800E9F2E7F07,12.479101
AQ_C122D4929199,6.825353
AQ_0D378DE4F7F8,12.938842
AQ_D647269A2E56,18.912108
AQ_6AA65AA860EE,20.964883
AQ_44EFEED2F038,19.448033
AQ_AF70B406192F,18.120837
AQ_CEBB1A8AB4A6,12.006943
AQ_76FB95F8F8D6,9.090035
AQ_BDAB3A28148E,14.056508
AQ_64892916EE5E,15.457340
AQ_E44A8FB194B6,18.985125
AQ_D25BD1408EFB,21.859548
AQ_4E5893ABB896,29.476155
AQ_CC6C6274FD59,48.852765
AQ_BA5933558F76,65.947752
AQ_8BD8E6FF916F,81.328382
AQ_77D1A1569082,64.171977
AQ_3F01CE0433C8,59.088751
AQ_0416B202DA76,47.493694
AQ_B5366EA828AF,40.780497
AQ_0E98B62DE137,47.823674
AQ_87E0FADA367B,38.560364
AQ_D4DB01FE2C22,44.366311
AQ_1CFF63F4858A,43.379411
AQ_A25C55FD2101,39.806433
AQ_C4E81C501F8E,35.243411
AQ_76E0875B6EDB,39.464739
AQ_3895C7CEBE09,45.061725
AQ_BC22EEFA9957,46.148974
AQ_467FD5FC8261,49.358921
AQ_0F0A66A2977D,39.979179
AQ_0BFC8BF84C14,42.254924
AQ_D0D862DA8C1C,48.323205
AQ_BA829CE28925,56.025650
AQ_D88F2D66AA2C,65.191770
AQ_66951971444C,70.738547
AQ_7E84B135B0D2,68.788013
AQ_5ECEFCF07DE6,69.458192
AQ_51102D7089BC,85.188285
AQ_E02247C424DA,99.427485
AQ_030B85C32270,105.476697
AQ_C33FCD3C4879,120.059288
AQ_F368A482443A,125.653018
AQ_D49F0F726AA9,118.739438
AQ_C8D4496D7C9D,110.796230
AQ_BF2F94CE8457,97.016145
AQ_1228440345D7,95.334932
AQ_1F4142470C50,107.904655
AQ_4FDA7CC92E96,106.548446
AQ_40C7ACE488C5,98.235003
AQ_98E75BB6BF18,94.594259
AQ_22F231595BC8,73.074146
AQ_33A2E62D6854,75.638253
AQ_82BCF0224188,65.066182
AQ_14A24CA451AF,68.599420
AQ_4746D8A1A152,77.203401
AQ_5C15D6B2FA6E,99.817873
AQ_D881F0F371DE,98.421546
AQ_84F6C1A8F1F3,44.243577
AQ_C99F4737B664,50.099798
AQ_C8139D69FB94,49.462138
AQ_A412970B343F,93.738119
AQ_66C93F88542B,108.384282
AQ_D9B195AAD33C,115.080969
AQ_3FDCEC7770B5,108.553561
AQ_D6E91AA1D57A,112.817419
AQ_2033B18B087D,122.803895
AQ_E5A25045BD75,113.650690
AQ_4FBDA14B713F,119.502858
AQ_19423FCD73CF,131.565748
AQ_4167C9CB72A3,128.385101
AQ_1FDC0F4E360C,111.581536
AQ_51AA3C75DE1E,100.689065
AQ_0BA882EEE18A,102.047784
AQ_3E9A60DC1B4A,110.037730
AQ_6CA32FF46D0F,124.252802
AQ_798BB3E3CCD6,142.419683
AQ_38D3A7E43379,150.592198
AQ_D5853C630028,160.120838
AQ_2FB43A5CB721,161.314370
AQ_EBF83DC821B1,141.878413
AQ_9144A25EB437,143.624585
AQ_D9AB0F7A0A95,163.327772
AQ_52493E8E5E1A,161.330048
AQ_772443383F4A,169.965776
AQ_D1CFC911F6EE,164.635324
AQ_3282D536CD57,163.167919
AQ_005AE43757AE,163.646162
AQ_1723CFEF48CB,167.010867
AQ_0896DB318073,155.868461
AQ_3DA31574B7BD,77.721259
AQ_43E9D00564EE,36.271207
AQ_F25B00173703,43.203554
AQ_4961640FDA58,30.781491
AQ_F455547C401F,26.541327
AQ_10FFBC88C471,23.849532
AQ_CA3CD1E2A11A,23.964179
AQ_9407B86583E2,24.972115
AQ_21FCF10C189F,23.807914
AQ_408E4CE37788,22.127551
AQ_EB70D31BF370,20.866902
AQ_8A11B0F2F594,20.885183
AQ_E007E054E2F9,21.054836
AQ_29238F32171A,23.390786
AQ_352B419CCECF,34.986439
AQ_E103C09CB075,40.828962
AQ_D791F69750FE,43.340772
AQ_AF6DB3BDAE88,25.284654
AQ_834B5899C7B1,25.497610
AQ_3418E48B18A2,18.385019
AQ_5BE9B5D670CB,33.561803
AQ_B8145E1AF830,42.375890
AQ_AD03F2CCDA47,48.652419
AQ_68E3F6EFEE70,73.092066
AQ_FD3450842852,101.235424
AQ_B52BE318B765,107.609643
AQ_95BBDD68E28D,114.668054
AQ_20B4C0AFF98B,120.926698
AQ_A29DFDCF6430,123.668314
AQ_574C984A4862,112.788567
AQ_9F6F0DE0211F,115.574471
AQ_82FA91E24B80,113.525823
AQ_C30C00AA7F92,118.950948
AQ_F47803AAAE1F,67.610129
AQ_8571BADC6DF3,43.039540
AQ_2922A43BE920,27.552613
AQ_977B57DA5676,15.116833
AQ_4B3D29E4E698,5.691938
AQ_BBB35BABDB04,5.594127
AQ_4718AF03C130,8.302969
AQ_360778AD1FB9,7.964987
AQ_0481207C45CD,7.842098
AQ_D61AEDEA6F5D,8.768526
AQ_73078BEF33A8,8.974969
AQ_75870BB30727,8.319795
AQ_6CEF93649804,6.793308
AQ_1609B002B6D5,8.164618
AQ_E0E8241C98C8,9.600762
AQ_F57CE80E59BC,8.277154
AQ_A4A70C91B00D,8.669213
AQ_71BF7B51C19B,9.811853
AQ_3521196E008C,7.639075
AQ_50A38F714C9D,8.654945
AQ_F5870BC226C8,9.302699
AQ_D1FCCC44E0B8,10.600024
AQ_BCE0EF839DFF,13.836058
AQ_A0340BFFEA6E,17.081982
AQ_28A5178A4648,22.612179
AQ_28EB93FED217,18.251042
AQ_E0B3E1F1E081,17.611194
AQ_5E27BFACD0AA,21.350389
AQ_E9C89CE82E87,18.139181
AQ_1138EA201D85,23.280249
AQ_22B149D6D07B,23.526213
AQ_CAD81B3C8FCC,24.495678
AQ_1BD53C78A07D,26.427731
AQ_261337969B3F,26.777504
AQ_68F211819C83,43.767376
AQ_51996BA07F34,52.927761
AQ_18983AD8B612,60.509196
AQ_24012DCC1938,52.642752
AQ_D55A06351E4A,71.455083
AQ_646049E3E1A8,82.736079
AQ_507E575A4841,71.963945
AQ_64B4FDFCE36F,97.916663
AQ_05F7BA286867,108.329037
AQ_ACB97A0F2838,94.277241
AQ_A7F9481B8268,51.426077
AQ_FCC5DE593176,24.790169
AQ_8067F73EB22F,14.707354
AQ_001586B6F301,10.903825
AQ_706CDB40189C,9.938789
AQ_94B2E2425952,11.091762
AQ_BF8F745C16DF,11.052246
AQ_7887553ECF06,9.719823
AQ_E55455ACF3D1,7.160945
AQ_74EC9A8859CE,6.776788
AQ_B70417C7F917,6.056993
AQ_A3CA8551E84A,5.864346
AQ_F2934A78B8E8,6.605689
AQ_85F9678C85BA,8.507754
AQ_CBB270C72822,9.582874
AQ_53DF979496C4,8.918950
AQ_CAEAADA8F19A,8.794301
AQ_AB0828CE4D43,10.210089
AQ_5B5E1E3565D2,9.247692
AQ_0209890AC570,9.105112
AQ_7F4D23412BDE,13.154667
AQ_E392BD13F0D9,12.640159
AQ_785141A30BB2,11.421074
AQ_433C777FF29E,11.970002
AQ_9D2F3CBE4959,14.034929
AQ_CDCDC5B87833,14.799635
AQ_995D15B4EBFA,12.758004
AQ_7B81B63CB64B,12.700640
AQ_441E71D7D25C,13.880696
AQ_38C5462F163E,18.108492
AQ_22E40D9A498C,15.724005
AQ_BC6FD6EC40A7,20.373998
AQ_07387896AA8F,22.724126
AQ_ED5DBB24E470,32.654281
AQ_05DFCA33E107,40.891713
AQ_C70C4F96DB60,40.891179
AQ_3EC969C815CE,54.730392
AQ_A787627B07F4,73.231925
AQ_2A62CCE7C6CF,58.586227
AQ_FE571723D042,40.514992
AQ_F14C4175C968,37.203893
AQ_31B5C9AD9EDE,35.042857
AQ_D5B8CD88D48F,31.215808
AQ_DAC646A17A59,15.610059
AQ_A201D3CA11D0,13.139176
AQ_17BFBABD7106,17.166054
AQ_7E1CB8899834,17.600174
AQ_E5593989CA44,12.842581
AQ_709ED6298419,15.990696
AQ_A722CE6AEAE2,17.032580
AQ_EB3A320E67A5,15.220579
AQ_FBA79A53294A,18.604509
AQ_9EC03AAD031C,14.969005
AQ_993BB4A7BA16,17.049257
AQ_FA4B78E8920F,16.011977
AQ_A6968F839B3F,23.189697
AQ_7EA5BEB7F015,28.052207
AQ_A0CDD356CBF6,34.747497
AQ_EE76CA7A8018,37.990068
AQ_B9285695BAA7,29.938735
AQ_D8C6948D98DC,56.226731
AQ_A7CE7E808407,60.921051
AQ_90BD6FB11B12,68.068127
AQ_39413FEA39F3,74.132246
AQ_5683BFC9932F,60.154155
AQ_B01CA6C0A929,105.947713
AQ_697A9ABB7035,125.671666
AQ_0C1AE3CA980C,120.290030
AQ_4BB938F0D983,119.374900
AQ_2CB639F9EFA0,126.312150
AQ_30AEA2BDF8C8,130.830855
AQ_5EABD4EE5DF3,123.110517
AQ_220089D91472,109.213796
AQ_0EFA4D205C8D,122.228905
AQ_C7A94BA65F50,95.020496
AQ_8E769649253F,51.680806
AQ_24A3A36EEA5D,44.302087
AQ_E8DAFE9A68C7,51.621832
AQ_00485CFDDC46,61.717901
AQ_A1EAC24CE3EF,70.773485
AQ_D2BBA79370A1,69.315934
AQ_26112D4F2446,103.011079
AQ_3A9A4A381D5B,119.562469
AQ_32CB5EF5F025,123.541180
AQ_0AD2BC50FA7A,131.250986
AQ_51717D550937,119.820666
AQ_94E71E518797,129.213545
AQ_103F8E1B92D9,132.792091
AQ_A24C8503F58E,135.217306
AQ_27508BC2D93C,142.957709
AQ_8EC9C74A1910,143.134762
AQ_6A102DA625D0,157.954108
AQ_3EC064E0C88A,180.810854
AQ_E802F7AD6054,193.757866
AQ_9DF843051C75,199.361577
AQ_1176AF7B5140,197.512996
AQ_BCECBC7AFF7A,172.862087
AQ_197569FDE178,213.452335
AQ_CC9321101F6F,202.494201
AQ_208384204598,173.288409
AQ_F6351134AFA4,156.800663
AQ_8D2489EAEECD,134.222545
AQ_CC2177B26B25,141.812694
AQ_F96A29DB1662,127.353767
AQ_73B840A8B7FA,161.272524
AQ_6EDAB245ACF5,175.311958
AQ_9FE6F9921699,195.285587
AQ_6ACEE32990AB,179.767971
AQ_90EBD296D9AF,180.767992
AQ_EA8A2D802AD4,197.205984
AQ_007247EBA65B,212.140926
AQ_6ECC79BA8618,238.076386
AQ_14062F3191EE,254.499402
AQ_CA6BB77FAD5F,261.070911
AQ_96F0E6C2B523,326.692327
AQ_DFDE20683D52,377.032932
AQ_8A98CB6364F5,394.067324
AQ_C88BAAAA1EE1,365.433522
AQ_DB1CB5973F77,351.619697
AQ_435A8145B432,338.882974
AQ_AED18D2D70D3,316.810749
AQ_6604E60A54BF,283.759445
AQ_FBDB912F014F,272.974985
AQ_8ADCCB5489AD,287.543704
AQ_7B7B1AD3FE7D,304.490922
AQ_ED3B35E15B3A,285.098621
AQ_780FE81D25D6,234.366050
AQ_2DAE02B9314E,169.174314
AQ_9DB6C88F4B31,80.549211
AQ_0EED4E4C276F,25.590272
AQ_8D9B1A47ECE0,20.058401
AQ_EE07BB00EA44,14.232159
AQ_71914A07B256,10.241982
AQ_2C669AE5E5A9,7.770332
AQ_E7AA65735696,7.712040
AQ_AED44ABDF98E,5.697807
AQ_3F60D9AE949C,6.354944
AQ_3D3A9968A626,13.309581
AQ_2D87A2E158CA,7.861474
AQ_011535301085,13.869252
AQ_43FD7AD49FA0,9.559229
AQ_28E1CF5B1EBD,6.634749
AQ_31A2577F1291,7.412839
AQ_D98E0F72936C,6.778244
AQ_AB5F0E37C6CE,11.072131
AQ_137C18B398DF,13.376387
AQ_4B417A22121A,18.909457
AQ_F147BD63C936,20.948981
AQ_97A37263ED29,31.949233
AQ_9102B22FABC6,38.812449
AQ_41F5DDCF88CD,34.491900
AQ_564D4F134AC0,34.312483
AQ_46FF02F1EEC8,36.629536
AQ_F0D97F32ED8C,39.548250
AQ_1F7DA1978E2B,40.233047
AQ_FCF620C3EA2C,54.189324
AQ_254CFDE833FA,62.541602
AQ_E29C2B00D9EB,80.622144
AQ_305A31E4B8A1,151.667919
AQ_F0E3648186F1,218.615431
AQ_8825DD552439,247.838115
AQ_7523D8B2FC94,311.353374
AQ_A37382BCEF4A,503.863429
AQ_19ADE7F974B3,666.987076
AQ_844EFE441F75,590.313463
AQ_6F5BB6405E34,561.480918
AQ_997480CC7953,581.921852
AQ_974043EAD5A8,480.887655
AQ_8E2AA3E8144B,448.472542
AQ_EA96F2D46013,402.789505
AQ_0B33E7D9DED3,342.418297
AQ_47C3DA46EC29,324.131167
AQ_1F9107C42218,271.273858
AQ_17EC628BB54F,268.007364
AQ_F695A357B2EA,260.682864
AQ_0ECBE4368582,260.470279
AQ_42B9DA905C8A,259.106948
AQ_6D27B44917F5,269.475208
AQ_D7AAE529079B,267.365678
AQ_F381D4D2CF91,264.091725
AQ_DB968D4976CE,250.313574
AQ_E99F91F9380E,245.621635
AQ_9D3693A84BF1,272.016179
AQ_4CCCFF7003A1,279.547343
AQ_6F68C676EE6E,294.393272
AQ_6F20697660E5,309.038332
AQ_A38A70698C71,267.090417
AQ_9122D936B8B9,217.112240
AQ_3167A43B4941,44.017722
AQ_CF1C29B910AC,17.685562
AQ_03303CE77FE0,14.569070
AQ_2F474170BCF7,15.231575
AQ_A0D36C08B16B,13.259708
AQ_99C70C66601A,10.416970
AQ_0343D5008AF4,11.709245
AQ_B24346D53020,12.411359
AQ_7781DF54C312,10.110728
AQ_F23A476F46CE,12.211770
AQ_1A688C29A75F,13.837371
AQ_D9ADB25E51CB,13.713698
AQ_1C1FE7C6FC2B,14.672615
AQ_6A7B30C47847,14.604677
AQ_D52724A2BF61,17.824282
AQ_4D47968A772D,13.991032
AQ_DBD366283E82,11.757549
AQ_AFE4E2E74F73,8.791866
AQ_D1B3CE4EC58A,8.817828
AQ_773B4B32DAE5,9.389217
AQ_FBD6C32A9FE3,8.755387
AQ_C15AF0D6E276,6.386447
AQ_527C52959989,9.835996
AQ_CB2C569B1EBB,10.187954
AQ_AA5C60A31EAF,5.372373
AQ_947D0135ED82,7.008327
AQ_060B0B2D1413,9.444609
AQ_8A61E4B55B36,7.959445
AQ_F778B8161CC8,11.556726
AQ_2431E7BD307C,11.686103
AQ_2EF935FF4511,16.036741
AQ_BCAD0F579B3F,13.540337
AQ_73F278074359,7.024268
AQ_1C0E204A6EDE,3.861629
AQ_5232FD97CA68,5.597943
AQ_5F708E37C5FF,9.168105
AQ_C86E3CE3A67D,8.424795
AQ_F3826216E58F,8.599144
AQ_795C066A696A,24.999089
AQ_BD6427C33A63,38.793647
AQ_ED5E989BB40D,42.002374
AQ_7866FECC3D4D,49.163348
AQ_1DEFE8B04BEB,42.509172
AQ_254D0C55D82B,43.067704
AQ_7328690EAFF1,66.766532
AQ_E2EF79EE9AA0,85.520596
AQ_3350BD26AE4A,93.073374
AQ_1DC17EB6812C,88.193930
AQ_88F9ED762322,82.906296
AQ_82F09150936B,84.861374
AQ_7ACB50BA6BC6,90.724280
AQ_E3F1977BD811,80.978889
AQ_2F490C16D004,83.796552
AQ_DBCA2A3D765B,92.799990
AQ_A3FB35572704,103.607016
AQ_52FC22E2B707,108.896308
AQ_482488DD03DA,95.557668
AQ_7274E1873F7B,48.379349
AQ_196042C77724,59.330311
AQ_A2026AC3CB8F,67.099858
AQ_F8655545A70B,56.629403
AQ_D81F7C939817,66.139513
AQ_A73A9AC1053E,66.086871
AQ_8661B481D88F,67.435788
AQ_2B2D13FE1323,76.824323
AQ_A6435E102C9B,97.105885
AQ_34F898A48F76,75.015571
AQ_7BC03CB4EDD5,20.988051
AQ_7C944814D84C,14.673447
AQ_3E2BD48211F0,11.644528
AQ_B7D339D73AB7,9.936755
AQ_464326B52EAB,12.521506
AQ_592E6C14A2F4,11.821842
AQ_101ADC6324D7,11.454393
AQ_33D1C9053DCE,11.616051
AQ_B7216BEBB730,10.265589
AQ_389D2E14EC6B,10.734794
AQ_135690613126,8.349322
AQ_3D714EE051C1,8.849519
AQ_47E71BD954EA,9.378102
AQ_950E8BB59016,7.536300
AQ_39BE4C795B4E,10.982448
AQ_09ECDA6CA35F,12.601813
AQ_BBEB615ADDC1,12.737032
AQ_63AB49CC4F78,12.803552
AQ_24E9D122C275,16.320783
AQ_4DB3200B0166,25.691165
AQ_60C2DB9C6262,40.477484
AQ_5F32951D971E,49.691987
AQ_1E6C8987B92D,79.310811
AQ_52825810D1CF,109.083795
AQ_1C218EBA9264,126.798890
AQ_D79052E28557,128.762611
AQ_EA01BFADA19D,136.106107
AQ_4CC92FB41EEF,148.325321
AQ_6E3F39EE062A,151.571236
AQ_49E98C820AFE,135.020427
AQ_F8B13FB91836,87.223451
AQ_75487413CE7F,88.364574
AQ_DBD829659F40,127.812468
AQ_2B6AE0666139,66.203325
AQ_EF4245136614,39.836446
AQ_8D263DE4C77A,41.188043
AQ_942FAA00AAD0,49.235901
AQ_075583D5FD61,51.058640
AQ_BAF2A003DCF3,58.361219
AQ_4BEAE055BF32,55.240101
AQ_841A4B20DB0D,60.423830
AQ_1B41A44978D6,72.071377
AQ_E340D7345EA5,86.213341
AQ_765000012113,94.304959
AQ_DAE046CB9BC3,103.571481
AQ_C6278F28EA6C,113.728710
AQ_B75654757AC0,120.342316
AQ_667263A37CDD,98.040205
AQ_E58E695D0759,137.321753
AQ_242BB87A5958,157.934548
AQ_C63D6F806771,183.639655
AQ_791C197202C7,146.197519
AQ_842AD5C3F19E,207.189118
AQ_114673040F34,181.470929
AQ_A5996351364F,183.239428
AQ_A3B0974390C0,185.767585
AQ_1911817E436E,148.886883
AQ_053038B20CC3,138.065263
AQ_796494C3E16C,89.174824
AQ_CB7274E5DDEA,70.275241
AQ_EF6D09778980,71.083090
AQ_58ED3624305C,71.636290
AQ_555AB2105A9E,95.910434
AQ_28E619E248D3,111.821590
AQ_2E0B18DD4379,102.668413
AQ_4DFF6972EC9F,187.747685
AQ_23026F986192,227.592487
AQ_9993F337F97B,239.163018
AQ_25D9241E41F8,241.066576
AQ_AE5BC4F4CF08,249.467083
AQ_6315037C7ADB,238.424203
AQ_85953DE9096E,289.682506
AQ_33C16E634DF6,307.239778
AQ_E7E253A580DE,305.141283
AQ_3CDE46DD4741,301.257892
AQ_47C322D01B17,301.112286
